ids,date,flag,user,text,target
2193404692,Tue Jun 16 08:24:48 PDT 2009,NO_QUERY,MyHandboundBook,pretty teal suede journal with cherry blosssoms inside,1
1467907751,Mon Apr 06 22:45:29 PDT 2009,NO_QUERY,mementototem,stou site not update no info about exam and open course must wait for mail notices and doc um,0
1467995433,Mon Apr 06 23:10:21 PDT 2009,NO_QUERY,PamsLove,my mom dad both get up around too early for me,0
1467925657,Mon Apr 06 22:50:34 PDT 2009,NO_QUERY,aisyahsamsudin,running nose spinning head not good combination for meeting,0
2193528405,Tue Jun 16 08:34:49 PDT 2009,NO_QUERY,MegAustinRadio,totally pumped for the cmt music awards you better watch and take notes there will be quiz,1
1467992351,Mon Apr 06 23:09:29 PDT 2009,NO_QUERY,angelistic,yea ma naaaaaaaaaaaaaaaaaaaam marwan accent lol,0
1467986284,Mon Apr 06 23:07:43 PDT 2009,NO_QUERY,Christiansegall,trying to figure out this twitter thing none of my friends are on yet soo much to see,0
1467994316,Mon Apr 06 23:10:04 PDT 2009,NO_QUERY,kelseyblondie,just leavin work my feet hurt,0
1467844097,Mon Apr 06 22:28:33 PDT 2009,NO_QUERY,sew_cute,going to sleep hoping tomorrow is better day,0
1467926546,Mon Apr 06 22:50:49 PDT 2009,NO_QUERY,aragorn_elessar,that bad,0
2193576832,Tue Jun 16 08:38:47 PDT 2009,NO_QUERY,martybaltiero,is now dsc student,1
1468031563,Mon Apr 06 23:21:09 PDT 2009,NO_QUERY,emilyalltimelow,no lost loyal,0
2193552033,Tue Jun 16 08:36:44 PDT 2009,NO_QUERY,josephranseth,good morning everyone hope you take some time to be outside soak in the beautiful morning before starting work,1
1467954059,Mon Apr 06 22:58:42 PDT 2009,NO_QUERY,zeet75,do not get statistics its all bunch of mumbo jumbo for me,0
1467812416,Mon Apr 06 22:20:16 PDT 2009,NO_QUERY,erinx3leannexo,spring break in plain city it snowing,0
2193321923,Tue Jun 16 08:17:58 PDT 2009,NO_QUERY,material_elle,yeah you guys did well,1
1467814438,Mon Apr 06 22:20:44 PDT 2009,NO_QUERY,ChicagoCubbie,hate when have to call and wake people up,0
1467910986,Mon Apr 06 22:46:24 PDT 2009,NO_QUERY,Jesilynj,keeping my fingers crossed for my buddy he is not feeling well,0
2193428621,Tue Jun 16 08:26:46 PDT 2009,NO_QUERY,1010ellen,oh my are you saying that you do not accomplish things on your to do list that not true you accomplish things,1
2193403534,Tue Jun 16 08:24:42 PDT 2009,NO_QUERY,suryah,glad to hear that,1
2193370479,Tue Jun 16 08:21:57 PDT 2009,NO_QUERY,KayleighHouston,think its excess cartilidge awaiting xray results,1
1468035296,Mon Apr 06 23:22:21 PDT 2009,NO_QUERY,YoungFlame,mon sean man,0
2193529431,Tue Jun 16 08:34:55 PDT 2009,NO_QUERY,kateharrison,thank so much,1
1467943007,Mon Apr 06 22:55:30 PDT 2009,NO_QUERY,vibratoria,never again will click on link that screams spider spider should have known better yucky,0
2193452425,Tue Jun 16 08:28:42 PDT 2009,NO_QUERY,Meliciousx3,lvatt although do not have it yet,1
1468013368,Mon Apr 06 23:15:36 PDT 2009,NO_QUERY,JaniceMyNig,haha not even yo just did not know how to do that to you on twitter haha,0
1467842107,Mon Apr 06 22:28:02 PDT 2009,NO_QUERY,wiccabuffy,no no notice they told me be working tomorrow and then called the agency to follow up and they said it was over,0
1467856632,Mon Apr 06 22:31:45 PDT 2009,NO_QUERY,BrettFair,do not see the big deal with this website,0
1468037671,Mon Apr 06 23:23:08 PDT 2009,NO_QUERY,helmetcheek,connor it me febi are you really really mad at me,0
1467862710,Mon Apr 06 22:33:20 PDT 2009,NO_QUERY,Jemimus,my mind and body are severely protesting this getting up thing had nightmares to boot,0
1467911624,Mon Apr 06 22:46:32 PDT 2009,NO_QUERY,Mati_UOIT,sitting here wondering why ed still has such strong hold on me,0
2193344363,Tue Jun 16 08:19:50 PDT 2009,NO_QUERY,jyssica_bOOG,so not mornin person but god is good cuz up dressed crimped coffee oj and donut mins early to work wow thatz big me,1
2193579284,Tue Jun 16 08:38:59 PDT 2009,NO_QUERY,AgustinaP,mmmm that sounds absolutely perfect but my schedule is full will not have time to lay in bed until sunday ugh,1
2193503960,Tue Jun 16 08:32:50 PDT 2009,NO_QUERY,Silv3R8,might watch it at lunch time,1
2193322463,Tue Jun 16 08:18:00 PDT 2009,NO_QUERY,esoterismo,thankyou rts,1
1467960388,Mon Apr 06 23:00:24 PDT 2009,NO_QUERY,lovebellaluna,dvr it and went to watch it apparently the dish network went down so missed it will have to catch rerun,0
2193427958,Tue Jun 16 08:26:43 PDT 2009,NO_QUERY,kaleena20,days plans got changed not at my dads for the week get to see my grandma this weekend,1
2193344772,Tue Jun 16 08:19:52 PDT 2009,NO_QUERY,DestroyZ,im fuckin good muhahaha best sleep of my life,1
1467951035,Mon Apr 06 22:57:50 PDT 2009,NO_QUERY,3WildBoys,poor sandra cantu the cantu family my prayers go out to them what sick world we live in she was only,0
1467880431,Mon Apr 06 22:38:04 PDT 2009,NO_QUERY,finnsig,oooooooo who with im not neither but thats because need to study,0
2193503328,Tue Jun 16 08:32:47 PDT 2009,NO_QUERY,dragosroua,wrote more than words today and feel pretty much ok little drained but satisfied the book is starting to shape,1
2193346038,Tue Jun 16 08:19:59 PDT 2009,NO_QUERY,racherrr,so bored does not feel like it almost summer yet,1
2193577391,Tue Jun 16 08:38:50 PDT 2009,NO_QUERY,andir00,omg how good is ben and jerrys cookie dough icecream come one really well goood lol justwaitin to have bbq hope its stays like this,1
1467933685,Mon Apr 06 22:52:51 PDT 2009,NO_QUERY,FAKELeah,no supposed to be my date,0
2193374124,Tue Jun 16 08:22:15 PDT 2009,NO_QUERY,EmmaCrone,just searced for lines vines and trying times,1
2193502992,Tue Jun 16 08:32:45 PDT 2009,NO_QUERY,Mr_Spong,yeah like to wet my whistle now and again,1
2193526931,Tue Jun 16 08:34:42 PDT 2009,NO_QUERY,Killer_Burrito,okay so the plan is to go to hot topic and buy all the harry potter stuff can,1
1467961091,Mon Apr 06 23:00:35 PDT 2009,NO_QUERY,Angelina1994,came home from cross county tired as,0
1467891826,Mon Apr 06 22:41:07 PDT 2009,NO_QUERY,elamparuthi,amazon plugin not worked in my website it need php but my hosting provider has only php very sad,0
1467915140,Mon Apr 06 22:47:32 PDT 2009,NO_QUERY,valthatgal,buttload of homework,0
2193450640,Tue Jun 16 08:28:33 PDT 2009,NO_QUERY,m3ssh,getting both nails done hellloooo summmmer,1
1467812799,Mon Apr 06 22:20:20 PDT 2009,NO_QUERY,HairByJess,wish got to watch it with you miss you and how was the premiere,0
1467950687,Mon Apr 06 22:57:44 PDT 2009,NO_QUERY,Hollywood_Trey,please tell me that somewhere close to california lol,0
1467871661,Mon Apr 06 22:35:41 PDT 2009,NO_QUERY,ciairuhh,miss you twitter my phone broke now using stupid nokia phone ughhh miss my advance phone,0
2193502609,Tue Jun 16 08:32:43 PDT 2009,NO_QUERY,shelby_leopard,watching buffy with my nana,1
1467928014,Mon Apr 06 22:51:14 PDT 2009,NO_QUERY,brivonboo,my throat is raw,0
2193554159,Tue Jun 16 08:36:55 PDT 2009,NO_QUERY,LordVanir,lol no you did not break it,1
1467928749,Mon Apr 06 22:51:26 PDT 2009,NO_QUERY,calliott,is tireddddddd want to sleep but have an assignment to finish and an exam tomorrow to study for,0
2193373961,Tue Jun 16 08:22:14 PDT 2009,NO_QUERY,renmaldita,nytie twttiepies do not think can not hold it any longer so sleepy maybe tom ll get lucky lol,1
2193578319,Tue Jun 16 08:38:55 PDT 2009,NO_QUERY,luckygeorgeblog,omg office space wanna steal it,1
1468000743,Mon Apr 06 23:11:51 PDT 2009,NO_QUERY,Rayveniael,wtf not kutner oh so pissed house mean really wtf,0
2193344860,Tue Jun 16 08:19:53 PDT 2009,NO_QUERY,roncharette,you re surprised have you been to baltimore,1
1467871844,Mon Apr 06 22:35:44 PDT 2009,NO_QUERY,larsgunnarf,tuesday ll start with reflection then lecture in stress reducing techniques that sure might become very useful for us accompaniers,0
2193477455,Tue Jun 16 08:30:42 PDT 2009,NO_QUERY,terri513,sort of kind of,1
1467951016,Mon Apr 06 22:57:50 PDT 2009,NO_QUERY,ccallas,well he said that he is looser and that is what the show implies,0
1467916820,Mon Apr 06 22:48:02 PDT 2009,NO_QUERY,dini123,waiting at the airport for my ride while get harassed by men trying to sell me ugly hats why me just want to sleep,0
2193551765,Tue Jun 16 08:36:43 PDT 2009,NO_QUERY,beyoncatweets,srsly now heading to my bed now goodnight twitterverse,1
2193501462,Tue Jun 16 08:32:38 PDT 2009,NO_QUERY,DevilwithaSmile,highlight of my mornings,1
1467916700,Mon Apr 06 22:48:00 PDT 2009,NO_QUERY,EricaLeigh777,know was really surprised since everyone recommends them on youtube have to call them tomorrow and figure it all out,0
1467930341,Mon Apr 06 22:51:53 PDT 2009,NO_QUERY,GemDoughnut,morning good im bloody knackered work is not for me today helppp xxx,0
1467871917,Mon Apr 06 22:35:46 PDT 2009,NO_QUERY,Lvonhusen,what tragedy and disaster in the news this week,0
1467843647,Mon Apr 06 22:28:24 PDT 2009,NO_QUERY,treehugger25,still have not read the th th princess diaries saving francesca made me cry at the end hmm those are easy books,0
1467992866,Mon Apr 06 23:09:38 PDT 2009,NO_QUERY,TheBoss63,he has karate tournament in weeks,0
1467963715,Mon Apr 06 23:01:18 PDT 2009,NO_QUERY,missmadison,lost and it was st ignacius prepatory school haha,0
